user_id,business_id,stars
f7f147a4f9f42643b92224bda9836826,9077cdb4a2cd86fe87e0af4c61e7d93c,4.0
2cf6e5be86aa29ec73201302658802cd,bb52683e3288cf7361b4e53a69e8e174,1.0
6fe18ca65c7bcd42d014ebd441d7c108,b42f2c65bb678c45781a04efcff4dc81,5.0
85afcb6ee95f8bd2cd3a4da9d966ccd2,0c46e4eb2fd1dbaccb543b1260755d8d,5.0
ff3e4cb0328a92d3296f9ff04bc543e3,9e9b5f48cf57bd68d854f700e4ca1f33,1.0
066fd2203b030a2a09a0e686f455fa33,bbd4d06eacd6d6820e8804be72fd4f2d,1.0
7a8c5270b4f33936f4393aac43aa3dc3,5f1050d4a0585af9172a8ae726f9d3ac,5.0
1da2dc1207fa47edd33d93172e36224d,0b3830ce25edff9ed2aaa3c19c781468,4.0
5444b2b921450caab53d80be2cac0fed,d80848c50fb18c93f3bfda6e24dee5c4,5.0
eaeaf9095b6354b6d5e85fce21c1af2d,d01ac5237e868d7aa485e80bf13f7d79,5.0
50b38ee5984e30aef8b86da235576804,0223a4a3c7cc11c435d0160e67512705,3.0
e4590bee80cf8a4d5b6c0ce7a32a39f8,6798a2139bfbbb5904dfdb912bcbc4d0,5.0
09d9157bdd762d6c661a178ba93a63c4,9686a992095dc069f19d47c071588521,5.0
6a3561de8eb6db278493e53bb58169fe,2755690ccf1e79a2b06d0043107a3374,4.0
136a7d432f9aad4e20d6a9260c9ffe63,bb2655d69c39766b6ea050bfdd80ac63,5.0
cf4d2d339c25eb7303610979dd9aeaf2,1ffd037440a095f762e15a2ef7f4e165,2.0
147473d597ca46c3c3893e97bffa8764,5e528f368408ea535e13e1c0351f2636,4.0
4fdb0173758a46bedbfb9c0bbf960705,0a683212aecce0f6fdbdf55459b8346b,3.0
3d5a47075f247fcb5292e36b04442ba6,9071e3e6da97aec7b39c84725f86cbb2,4.0
91a2698e10165c03caed901896baac70,0ee21e31022e5cc87982e5a9c168c381,5.0
4605cffc0153053baae82f2ddd0a32b1,26706f9b020bd501d2f5c86e88391d8d,5.0
0468b8bde95b6af0cd784f3c58c98b11,8a7111e06de735a1a1f9ad5b6b3e6e1f,4.0
69128c68d136c73cd3d62861d3851360,e78384ff223b362706e49e92174411cf,2.0
de31cf6ee3d0c38323ea08116c62600a,de870db6f19e560e247f1debfa88d3cd,1.0
f80735b06fecd032f7856c9a287f7215,e28cc49f70f67f22e7af66a2263aecd3,5.0
75d8766d2be79a6319bfe8bbca26fc67,07d43c8c75bb22fad0a3e369002ab108,5.0
e1443cce0e5cff852c248104b2f3a684,2991f31684bb81ee8a02198fa01343c9,1.0
8f6ffe133294aa2c52a310613e9ba1db,fd3f6a4f7629f1f20729a577f76ca4b6,3.0
01436b603d3291167695cbbf1ef825ce,ee6da47fcc03795830d9530bab16e5bc,4.0
eaeee08f8c144f88e175726cccb1d709,86fc11e2204fbfb6c0fca89c0041c5d5,4.0
68246aad45328c41df96350391d876e9,2e90b25786e1329822aa14d7dd14aa2f,4.0
34473c26c32e20204261c8b9345cad1b,8398881550d69abe1db5620f14a4c12d,3.0
6f3ed16ac9150546dc80accf1f1a231c,7b4a9ab05c9caf7b59f4831c1abf7a84,2.0
0064c2d6106c4b8701d2ccae390ffb45,4d3f9417655381bf57c5ca4245fef15f,3.0
bfb55076bb1f5f82057f270a7989fb51,f029c7ca2b8cca415f17fbc4a7cf697c,5.0
513815005b0ea838848d13ade0824817,d3d89e89f37c85ffc89bd25c8bb378fc,5.0
1f75ad3135cd1026b0ca9dcabc1a24bc,94cea22febd39fbde621fa04e815ffa3,4.0
0203c5bcb128c5d37f3ea7f14cb3acef,e8c5ea8fecd353f2d0ba2ebbb0c520ae,3.0
a8bb0ac7106dd16d2c83a61295ea0042,60cc7f2f27745034f1bbb3a531d2763d,5.0
14272b9b82fb4ec888e6367ea11ed5a3,278bd9055d34f22b5ad927663ced8713,2.0
f381f31ebd6ce35fd14fcd3fed004637,90ac2f4e26090a77ac527664329f1217,5.0
1f1ba84090f3ccecccd1db1460265a9e,11ab73a943ad1ad480c97143c84c472f,2.0
68f39717c94191a1c4b746989446db3e,786dd591bd74dc5645bbc4e43e6bafa7,2.0
bcef13851ad958873468cf5d5874c6b2,2ec30c233a0f04596b4ab0d8192fdd2b,5.0
298dd5653884568da046b84ff9a2a59f,a6c10e96736e4a97e8a28023526b7ee3,4.0
1beb9f1800a39ff11f9a7a4d312affcf,020f1fbc65728f1529aadafcde4ff5fe,5.0
e4590bee80cf8a4d5b6c0ce7a32a39f8,628fd06d368a8d2c29df34fd44a8f97d,5.0
42cf0363010861e23889c53ccc88e624,46b775abbb614140951be7ccaf02deea,3.0
81e0f755d2af7bc2b9c201e866bf6e91,059a643e306aff812cc7c23c88999056,3.0
804bb09092b9c189e356f830b3dde101,391c5a1dbac5be10c30b641764e3b500,5.0
debe0d9aac5305eaf24761a621d8c312,5ef25cd7b91ea60a49cc23fd4c9d6daf,5.0
1bd4a42c61e9d4948780a3f559d0e399,85de272b5071889af740586376111d90,4.0
871257db26d801cd2b35ac1e6bcc9df5,9c31642b922213ccf7b293d8d02ddc6d,5.0
36bf10bf4f91885217059056e2311724,17d4552949e1b5933a142ba8a3649d30,5.0
2548d5951be4130e23eeb7eadea320ec,7fb5534f6ceb129fef5f6c0d4af9e504,5.0
e21f60d272676c422898a12add9c8f12,b2abf5aed005db9f9e236e82b31f1d99,5.0
87f4d48ddffe16b935c03dfdc1481ce0,3a2b0ec7982bea62bb1e3edd32bee3f5,1.0
90fb9666f58da1086256b3f00a22b257,0d6bfd8dd291117a6ede388618fe15d8,3.0
bcef13851ad958873468cf5d5874c6b2,a6502b08829be08fb9ca7ec57b7892a6,4.0
ccd0ac0acbebcd579dfe927e6981779f,e123d2b2401fac8b5a5bf14ff2bf8f77,4.0
01bc50d5fb0b373c5714586126b7b515,2a0a2229af748cc29a95e85371344345,5.0
7fed1c358536f7f60a59f5090c728d65,d579711c13842ab70216ab9596b53e67,4.0
bd465b0f425faaa29053d762b79a2f07,3a31c0697544c4c130647d74fca55d2b,3.0
60640189f80e8741f4eea73d67759d04,6193d5bb7b380f53f75ee1b85ddd4778,5.0
8004bbf1cbaf2281b98eea17a13f66b9,e588f01749ec5aa7cdeac0bf65bb5ac3,4.0
e6fd94cc48bad8ce57e6b3135ce71021,fcf9281808e199c6324d8e7aad6227a6,4.0
273af46d7e681793b18ccf4ef2812f3d,099412bb9bbf8315ddc5bb6d4c09ade5,5.0
07db8bfff8f652f4260fcf911e310c79,23f2cd62b65e6db173f5f40ed9f13a33,4.0
b589818c8e409d88ad7009d11c459e2e,dfe121d024fcae8b6b21973aa0b4d856,4.0
fcf5c30d83303d095b25bae788f7fde2,d2361a5ba4cf6b081c1da574be3c6aa0,4.0
5761745a37ec55b7cfd855e338925a33,b6d4327cf931f9a7a3d28e363b7aa985,5.0
4fd880f9395c13173e290e7acd313357,49e0a7c21f449ae8e3fb7bd9d4f0bb63,4.0
75de04c04d603a37549a688a059abf54,f8aecac9471215563d2a623ef24d8e5f,1.0
12182c254c6114eb7cdb66fd6fab17ca,eaa205cff3f2de7b3f41c29d87aee38b,5.0
3f575720d4cce7f8b06422b481f01c36,ff6da620f095759e27cae4f708cefe6c,5.0
ea1f084fce5eb36b3f4526efe4f3b32e,17856460c44f43eeeb54fd72f7d5e501,5.0
ea7b55a90cfcc22c428ee88e334d8e6a,fa6265068bd9a339e984e094bbdcd483,4.0
21cf8f8ae6aaf90b48a34d43d1171fc6,48a09c5db1234cb602fa1025c4895f1f,4.0
907d3d82d3198752ea16c908bdc16163,ab519c41cdb7d2f50eb63336b97063f7,4.0
bab30d0a093c94fb0360a773cdd6ba73,32bf093d1fecdeb4d0ff3b3bfc981842,4.0
462e818966eba1355d16e460a324cd34,82d31c8806a71746c3ca6613d3927322,4.0
a7ae7f6b7dc2b3a6a1aec63b7e5ac29f,38147fcb2eddff1cf7b14d12df519e3a,4.0
a6b5fdc2a7503e7a9806b043dbf176d6,e2d7274924e4a4605fda8778662c020e,5.0
0153b859884200ef0690a1dcf5a042e1,52eed79ed01c3c07200013d750104f34,2.0
41d37ee081675671a3881bcd64bffc9f,8294cc934729c8e9cc81c98c911ecee8,1.0
1937650c417c73c8b27c7a7e8c35e81c,a5d3cc2b2b57f921d0e485b8d96036b2,4.0
de49dbb01641a7300b784583875f6fbf,71c49d56e7820164f5e8ed31edfa0276,2.0
08f1b90fd723d5be8fc42a1bed550ad8,349beacf9a9025a217c66df7c281d7b1,5.0
211093fe7ef6f228af80a1faa9b1f67d,4007e98ba5830d7114987c87f4e9b928,3.0
72c689305bfd7ce789ef932b3c61408a,715a40063bfbe10f01dca939f4b4aae6,3.0
6e5a162908b4bd6d13cbda38725331a1,cd176a2dcb3977ee4797ba73f40f7cdc,5.0
8572e432476b29198e98ce3e9ca03ac5,facc1deb1b3047a1f8d6959558c234d3,3.0
14aeed8c9c6e604e9ad779cdb8a3bbbb,2981bb5bdc5023b73201f10537f1904f,4.0
8548360976652c5572d9652dc7c809aa,9c31642b922213ccf7b293d8d02ddc6d,4.0
1cea739a0807943bbcc2187975577ec2,69cf88ff036e8db91de2b56fd49bf62d,4.0
5a7b5d14370f3c14595a893eaa415046,ad1497658f20d106de42ce802e4a643d,3.0
ced0d7d1eeeaaa02f9c2a1c429c53b24,a7d1149de8e2756ca8b6fabd9a19931d,5.0
715bcdefee08403e7caf83e92be156f0,54978b4bfb0c0ec880bd78b9fd167992,4.0
637055299ba9712918c538301d5f348c,488e5650487b4deeaa104352a5fc4d78,4.0
de7093349d1bd5fafd16c737fe50803d,0e82e5b46b2375f1fc46a0b44903d186,2.0
ae009713d139c2094b8f63df7bd8f704,73eff6658180cb1c0dd8a317cdb556d4,4.0
75638be7816501aa35e666df62f7417b,afc0f7a7f59be4dd12adf541a109c1f5,4.0
6bfcd7e4163b5e2b5ed76c82ed15b0af,9d90ea759da8638099db7d72b480346f,4.0
ce6bd33bb7436b4833efe66fd0bb6a52,7b4e11a733c88f11b25951ab57fcd916,5.0
78ad474f74cf2de9b1ef7af6ee5b8e81,eaa205cff3f2de7b3f41c29d87aee38b,5.0
52f177610e1a8d69a07d3c6beddb955f,8408758d2c63d6d066b36792a65f97e4,3.0
3b305cbc49468c466b035e4c21d724e3,0a3b46aed2ab0d2ecd1965a5945b741b,4.0
d26278efbfee5b23cba38dff6e6fa976,e75e7f4cdd22fc23169d11c3c771d030,2.0
aed2b8ce3e3e88e4a3b3cdccccb917d3,fd9a1d01bafb95da9f6d1c2157127af4,2.0
d142d9ad2d48af6f5239c63541f5ba83,ca752b42365fd1c1dc2964a7bac9948d,5.0
2f679de4dd08812153924b11961461e6,349fb4d1489804e43fb00effa77d9d0f,5.0
85afcb6ee95f8bd2cd3a4da9d966ccd2,076d70bb2a02d9170c4372897c67b0d0,5.0
4e91e99296a9f483dd0596746ef10f4a,1e0099d17534addc7843b8ba55bc5b94,4.0
95b2c0e142d03bdddede35f1df0213f2,08de6bd642aec3f48f16d9fa7fc52c34,4.0
7a2c7555b6db203a4bc312df5f1e68b5,33077bd6ac27cb133e3329d951689bba,4.0
3854cb72e973da6e3cd507997a906e9f,b2361e5035d3b84835e13c5c3774b8c6,4.0
1d546a7e05db4bc4e356cacb3735ae7c,93a56ddad63c1886b46e1e5d55a4ccef,5.0
4fd2968ff9e28ea6ee3c0446678ba194,0619075b78d3dbb6844b03e32787b27b,4.0
97684b13840506f11edacd190779af53,18f2a57f8ffd9334e3d6e99fc92b94c7,4.0
c6c3fea1a16ad824a33547974e867c60,723cc3ca6c838318d73bcadf8d8b4a36,4.0
35f8c608f7904ac518b09ffa3230a5a6,5b50de5d6d3a59a362c050d043fcc047,3.0
7f9c14614f79ed1e6da9398227a69065,1251f2bcae19296a85d8c44418263f89,5.0
c156d037606cea4e171b5ced84b41747,53d90c18877dbca1ec926d58bc1542ba,3.0
ab84805619c062b27bacf957d6d8f641,097ad88cfc22a37e0970a6f198bfe3ae,4.0
0ae1feeebd9b233b4659aa7f25b7db4d,54cab2a863048ffa8af3a2e17b24c570,3.0
cf43b284bc2d7deaaf7646c18991570e,c39a7536243baecdfb0af9fd63d8efbf,4.0
484c3312139023a46a14ddc263b43074,9489ecb94ff3bb8abdc2a24a67caf060,2.0
bd465b0f425faaa29053d762b79a2f07,a6c8f0ca14b1ba90a372e15f657ddb17,3.0
166936ceba6051a69aa832f3e13cf776,c61a86988392bb05444aeaeaebbd0c85,3.0
ddf9e6fa6543558073047a8f9a135db6,66a6e1c9a1064f25c78321453851544d,4.0
b8d067ab370d0bf76a0543e37436efab,2755690ccf1e79a2b06d0043107a3374,5.0
5896e663c6ee39ae1d501ea9d5b80ad7,4818d9cb320ee6c7326aa99b9e109a35,4.0
fea7575b00ef70e497e4ab5ecae5e557,0f2066635e85a83808ce2c66c99baee4,2.0
79a1221fa8c4c3269e939b63b64b28f6,108ad25f82e6e368526a2dee16ac0ec6,5.0
25a96f610af69083801a308f5352eba6,7e18d4fbef22bc85a0f6bc2613cd430f,5.0
c9d7d4f8a37fda3b3ef3c0c8a8a82b54,56f45afeb6471cca5ce2788d980c30dd,5.0
b81983a8309d4114a9fd09593cb8a270,533571e83a77af7a6f43e808f5dc2652,3.0
85b77a6fd74ebf0af66ea4db06bdb856,1da6ae2ac03e144255ab41520f9a8a5a,1.0
5558e78d539e0be3e6b69e87042a284c,dcb0ea4b1968565e2b272928b554dba9,4.0
6c50665c4d6804c120e8e02b7e82955b,e0681b7bcfd6a394f59d2a56553eb082,2.0
bcef13851ad958873468cf5d5874c6b2,894c562bb9e860b40866454c20db04e5,4.0
c73ff698d30d216fa4622c9777072e6b,baeacc9b907106f19d21145cc60679f4,1.0
f8ed2805ab29b343850b7cfd39c155e6,23b72288af41dd1cc52973392f0cebc0,3.0
9e0ac4f81ed67a38752c09e0bda8a028,307e575c98891009149ee0aa9dddf95b,5.0
f8ec7b96087a7b9986f97deeb9a605e9,5868b2a380a9b9e43f6e0044bc4b1a0f,1.0
8eb3164799b7ca6cc38615d40592a420,1acd75a8ac418f716c423e25cbe5a6e2,5.0
b9c7ad181072d2f932e2f3e970babdbb,96d9826a26dfe0ec844789d05986495a,5.0
94c6385faffd27c2df44d619b1a3d009,213fcc4558b926c31a092c21a090012e,5.0
55d54568d3bb04c1397f6d3d21cd91de,4ab3dd3233b796927f5670b417f2c987,2.0
42225600bc3e80580407e07893ed8c30,e88d7b98d8c7138d006bc658e71f514c,3.0
370d00e777a94a71f8bf7414c487838b,95048a90a113ea4addc10745b566a0df,5.0
4f71db4dedef89a62147e4031c569fb2,55f10df7293dc8fd92eaf220b3aec4d4,4.0
367308e43e69e0b37e6e836c0e0f6b05,17a1124398d92a5e69814751810aa5b7,5.0
5dcc2852bb22c37ec6f8a887f376a394,807a26d985977b0f56552befb6149baf,3.0
a02b22050383d66aae0fbedad92b976a,8794d9dabbcc0b303d5c0c47b092a784,5.0
bd24299435895c36a9b2f6b2ae7dfb71,9ea27039fb3cdb389e1aa17048c274f1,4.0
5c8f5789c71906d0d53f5d17ecfc5529,786dd591bd74dc5645bbc4e43e6bafa7,1.0
b40c76569903612262038849f544e84d,5da3e7b349c662e7e0829268103a76bf,5.0
65b85a9a4abb2b4977fa4819110409ed,866bca90a9230205ea692d050cc8d11a,4.0
6a6ce142d54d842a2c1211ff0c1b5849,be016a4416f4cc24b77ef49ecbbd6af8,4.0
e54f3d233fc2cb66d1d692c23b9b04f8,a5576424631f70ad22b563724328271a,4.0
ecf9b22399872742c3782f1cc2029cff,fdddf095552a1e28e5be59686232a5af,4.0
8a6476fdb263758b8c32adc6655f10c7,ac2d99980d6006931e49545978cce82d,4.0
911cdffcd9c2a8890a63a87e49470ce8,c91a9cd86bba942e86202fcf5b934a32,5.0
6ce6a398cc3b53be960b826d4f9468f7,c688b94ce000e20b04ec61f231af4e37,3.0
637e1bb32b79442a25cf595a522291fb,7d7ca678ebf76f217d01553c3f88c1ed,5.0
961883d7f2eb08e4b284777b46dc5971,005b91f88b196d1f038c50845f73c901,4.0
2645842f8366921c9df8564197d0db74,37041952b293b19e3fcd947bdc0de62c,3.0
bb5bb8c18c8320e46e6da3f9e5afb123,f2481f3667245e3713e1f9cf4feefce3,2.0
2eca11a406937dc215b197597e9e2dd4,572999170778033bb8ee5663ca65405f,4.0
2594d23059733aac9234dfbdb1065bc5,4ec6d74ee8fc751ba6a58b75461c7f8f,5.0
715bcdefee08403e7caf83e92be156f0,4ac4076c0f101eea1b2dbcd31dbabef1,4.0
67326105ca87497c801ddc21c9db7160,9a609118c8af1a36182fd4bbf73e00d9,3.0
a7594454e564c78055512874405b38de,71a18137422e19d304bd91998ef43ab2,5.0
f917ce0de42e5821d9f6024f39046b10,939eba023535305610ac9e75d5308c6f,5.0
9adabf30e1673f81e552feadb839634a,84e6c5a61d023f6b7967b71dd55c3ca2,4.0
17efeced40f7a4979e2dffe9abdbebf3,9d66979d7438abf40b52a05f3b4804a0,4.0
52a87eecfefca3a8421b90644771c32c,172c508fbbc9f449b06630735e6d7816,2.0
45ac657990945e4d6a1aa5b7672601d6,a3ceea90c7433c037efd51069762458c,4.0
8c1225b5713888feb685cc31c3c8b0da,2425e53321287a9f812206a3d069d3b6,3.0
5b99ba382ea1f031ee32f0de393208ae,0665459a68cb03bde251126811c1e5f9,4.0
99f3774641b4e6260e045b4e55020ce8,7b35f537496b7f5da1a697e34d0a7635,4.0
0f328b5466fd3cb271f93b25d6f79b15,e4bc361078a75966afd0972b7629ee92,5.0
76b74ed0ea2e74ad67ab88f67c2701e6,35a8f6ff4d0cd1b1f90209eb3e42f0c8,3.0
442feaedafbe46b03353c9f192ede60e,8fec65689600ad6d6e377bc74d0881e7,3.0
8578d7b7c06a6c7a751cf2c2878d0d82,5640ae07b6c62721da6ba63628280ead,3.0
69520e4a6f50e71bcdbf9ef6204398d3,e391e0710bc626578fbd146a7b5341d9,4.0
1b27b89c73e5a400bedef8cd1741295f,aaa3df6858c47dc620eb22c94f15d95e,5.0
171fde27a24003634ff7827b0bdc7b12,0e4086d9cbf7801a0d873087e7302c85,4.0
fa4f4f30644a05c026ed1f79bc46e5e6,9843ea9ca229ff22ad7ed638d5cdf7ed,5.0
b466d3054eb04f1735b6586859e25503,847c03b0eef10bf766ade43eae97768a,5.0
cb7ba8ce70bf4bf39de8973f51e0430e,a233687210702f5efc464efd4740679a,4.0
b5db9e5dcd198805dfd846ffd533a772,5074a23cbaa4325ca768427e86ed3133,4.0
6d5a8123f351eb57b9a880a5562b313a,8584cfab9609081fc9ff015506a983a0,4.0
91407cbf1e8c86e228484c47e80e1155,4aa1ef0fa430d0b0dcb4f13f842adf8c,4.0
a7a5b045449216b763af58329aab8c12,81480ceb8c02068318b880c4d777b967,4.0
a4a11e5d92a6731936b296751e0b355e,e0ea794f64cdcdfd0bec5d17ba91a3ca,2.0
dcaacc79318937dafccc628f9d74aba8,866095e1ad7e07322b05b1d52aefe226,4.0
09d9157bdd762d6c661a178ba93a63c4,4e1ec27fdbfd34a5afd139675b497985,4.0
889e79d1af81fb36161662f0086e2fda,903d992f5ee4fa6128ea1dd2f4661933,4.0
4b24e2ac5125cfcb0fea423a0749caee,323b78975807f03b4c9f117defc3e992,5.0
d819e5ee922e5fb01f13a354990c7210,57407498c5081a085174c9001f7a6821,5.0
4979e4ac27abc8fd25df72f975138cf9,b4c4cd0c4ea840b3d136024abd123ee7,2.0
6d1848eaae17e7fd3d33b7c2f106e128,204126a075ae2781e760a82ca992ae32,5.0
322c131d2f2b70a01be177578af6e096,9197df54b2354d2e0e30386995ad3e37,1.0
86c677dcd6bec9d98347e8ff7a8cde40,ff8a96c737e76131ae31cb7b41255008,5.0
52810f433b11d9a544974b7703045168,b8df1af8112daa29dab15d64f8000179,5.0
41224573f7ad6d55927f228c177052e4,3809b81b09647cf10a4af8cecfd6c1b4,4.0
8028df61a8c434d279be683fdfdc1cc1,2d0b43316d10a1a1ba7133d1ba037831,3.0
13d45372479b3145a296b2f3da351856,3d1830df254f523a114e39598d5657d4,3.0
c1e6f8df39e453c0e3638e82d4a033e9,16f7f715358cdfa2334c4eb821fb0cc2,5.0
19789ebea0fcb2316643911d1a3d9101,6ff4caa216583b7c7a58388a34614370,1.0
2bb3470d6e5f05deb53220a96d1646bc,bb9f6600e3e9785098b71835b6beee5d,4.0
d416768d672f6c3dcd9828b64c263a93,27bd7a425f2c896df4de378b96505e1f,5.0
fdc31a80024ef982301fbf4445d6d7fa,88949825bbab5c2dd5177d00d7329b93,5.0
d364931a4290e4c013a6063afc0d12c4,2d1c31340a47558963de041984329e2e,4.0
f396f4d47c3179bc236af1556005f979,9da93e5a3359e9f637fa1180ee3d823b,4.0
109a28aaba4d79116df9ac6fdbc37f50,278bd9055d34f22b5ad927663ced8713,1.0
fe4b017f9d21d6970e41d6aefd4f9abb,fdddf095552a1e28e5be59686232a5af,3.0
805206cc303e26a416cd7e0e542abde8,e6eae4371f20964137e8c7041ed3a62c,4.0
0a3d167d00b144d5419054e152380cd9,397f364ef32471037c50e3028ec72105,4.0
0aed098fa03620f03a39ebe947190d42,93a6e816db601daa09aa7beca743172c,2.0
871257db26d801cd2b35ac1e6bcc9df5,edb049c928c174d67acad854a431c052,1.0
ca382ef5334600cf5926dcde27645037,95fc16374ebe29fa1f0317339aa83a1a,3.0
e82ef3e4cb66bf1ed3586a1bec0b64a2,1b0b6e50137e0458d205301568bf79f8,4.0
8028df61a8c434d279be683fdfdc1cc1,2e784e774bdc48660c9da3317fd8d05f,3.0
8078fae7d0b23e4631979a4481ff94fa,5695689a98f70a54d0218ed8afba6ffc,5.0
14380f4726cec1dc971601cab5a8588c,aa916e5ed2e3e59bbcad07834e38e699,3.0
de7093349d1bd5fafd16c737fe50803d,4a20703d00bcbe2a4ce3e0c34b632ff9,3.0
5c06fd3b7da92d0fa5ba0ed98d48413d,fc5c157b8d7302a4c18aa7cf3a58b999,5.0
1a755f444dccbdd69730fe400926f222,1e0099d17534addc7843b8ba55bc5b94,3.0
0776024335db140ed67b7046f3729dc8,e463d7b408733b4536141d147d6c930a,3.0
4aa242f6c919765f119be24b261dc5d5,ae3bfaf6e4aa25395bb47fed6d1a536f,5.0
166936ceba6051a69aa832f3e13cf776,9a7eed9b8589235818033bf3fbb6cd9f,3.0
0a983245885a2906531fa3d328b64609,673f8215fd2e2ab915c93fd49e0e5952,3.0
b9067681a10454216ec56eb5212fa0cc,26149ebacecf9f6b4f27f191c412bc9a,4.0
c594b86e0d3145fdd178f2257fe27590,83793714c70ed35045a4d7a001093550,4.0
166936ceba6051a69aa832f3e13cf776,3da94ee447e5e16414a2d0e7698fb9c1,4.0
bd297333755733a00482e630bfe5a52f,755e4cf5c8104c5cabba19688d66c36e,4.0
aa08e4be0c786e4d5dfff6a4bc6d6b1e,1a05ee9856d535e3867c50a944568bf0,5.0
c594b86e0d3145fdd178f2257fe27590,b0009facb440d055217f3ee47e702d3b,4.0
546593a268039fed81618e4ad873d485,1733e30da7fd1047dc1adfd77b3bd4d5,4.0
071cd32c91e3ffad8370a027f423a312,50f4feb472b5cbd8e44d7bc949035b19,5.0
c696e889ca1d59968a2c0dedb2810adf,fcb3f0bec1ff955558ab499d84c7a349,4.0
d0be0b247ada78187b852865c29e5e19,18b3b5102718ae04c390629fdbbce4ca,4.0
ac705441d4d4e7506e543431ff968e8f,7a274088f2d0234fce780e90c6ea0285,5.0
6b14ba46e33d125cad3668ae3b705b99,74f9363b2513f3562ac691627227178a,5.0
1eb186916259dad3d47a1dec0ff7c4b1,9d10b6096f08d4efb173a37ce423942d,1.0
907d3d82d3198752ea16c908bdc16163,7d935f805373d97b6662ede651a99c59,3.0
9cf9bbb67175715b1739bcc7511ab954,de21df11ee591a35eda6ce59f866a711,5.0
fb93a542873361d9b24470efe330c2d1,dedf48bfbfde242c4469dec1dc37a293,5.0
136a7d432f9aad4e20d6a9260c9ffe63,e8a11f6667926b4d3dbad5a861e0e1a0,5.0
a23343cedb9f95dfe8439160c7ab7f12,3620c2b436cf632e2446d926d16ec55a,5.0
c2d7708dc51e696b8955acc1a02e9cef,10a107f7ba29975e698215cdf1e9c5d9,4.0
32ae2ba03734bc6ecea927599277d120,6a0cc499842240af1517e0556f214062,4.0
ac39a01a1443de287fe4e4302c5247a1,10b6dd2381a1dcaba8079045a32a6583,3.0
1354a3f44a9fc3646c63cc94347d1ced,94472a8f270f131fc5e49e38ad96b68d,3.0
c34214d5e81c21b3d2dd9595cd5c1783,a13ab0ab87aa90afa089b6bf396f6e6a,5.0
7552a08b36101a664bdc8d56b99393fd,017973d68edacb84d2ff9c9892109e06,5.0
6d5a8123f351eb57b9a880a5562b313a,a45df88aa98455c30ca33508588aca81,3.0
